我们,他们,0.7870290279388428
我们,所以,0.7580105066299438
我们,现在,0.7445558309555054
可以,能够,0.8139325976371765
可以,如果,0.739469587802887
可以,需要,0.7348896265029907
自己,他们,0.7520320415496826
自己,别人,0.7470128536224365
自己,因为,0.6995023488998413
就是,其实,0.8091030120849609
就是,便是,0.7994413375854492
就是,因为,0.7578029632568359
这个,那个,0.7774598598480225
这个,但是,0.7633095979690552
这个,其实,0.76218581199646
还是,但是,0.8207302689552307
还是,虽然,0.8123577237129211
还是,毕竟,0.8092753887176514
没有,但是,0.7568221688270569
没有,因为,0.7439519166946411
没有,不是,0.7263877391815186
他们,我们,0.7870289087295532
他们,自己,0.7520321011543274
他们,她们,0.7459076046943665
但是,虽然,0.9350837469100952
但是,不过,0.8763482570648193
但是,可是,0.8625637888908386
已经,早已,0.7996786832809448
已经,现在,0.7841600179672241
已经,早就,0.7615426778793335
时候,所以,0.7681643962860107
时候,因为,0.7561988830566406
时候,之前,0.7366854548454285
因为,所以,0.907902717590332
因为,但是,0.8469191193580627
因为,因此,0.8333725929260254
现在,如今,0.8294245600700378
现在,以前,0.8170652389526367
现在,已经,0.7841600775718689
所以,因为,0.907902717590332
所以,因此,0.8677587509155273
所以,但是,0.8598697185516357
不是,而是,0.8012869358062744
不是,并非,0.7972366809844971
不是,其实,0.7735998034477234
什么,反正,0.710447371006012
什么,多少,0.7092618942260742
什么,怎么,0.7085409164428711
如果,的话,0.877726674079895
如果,假如,0.8553804755210876
如果,可能,0.80983966588974
怎么,为啥,0.7570484280586243
怎么,这么,0.711978554725647
怎么,如何,0.7102880477905273
不过,但是,0.8763481378555298
不过,虽然,0.8709441423416138
不过,毕竟,0.8363403081893921
觉得,感觉,0.816766619682312
觉得,真的,0.7916579246520996
觉得,觉着,0.7603806257247925
大家,我们,0.7410695552825928
大家,今天,0.6977627277374268
大家,下面,0.6917884349822998
这样,这么,0.7769837975502014
这样,那么,0.7618717551231384
这样,如此,0.7499643564224243
可能,如果,0.80983966588974
可能,因为,0.8038291931152344
可能,或许,0.7859337329864502
开始,之后,0.7214807271957397
开始,直到,0.7109242677688599
开始,逐渐,0.7068374156951904
一些,很多,0.8336017727851868
一些,许多,0.8128800392150879
一些,某些,0.7747783064842224
虽然,但是,0.9350837469100952
虽然,尽管,0.8960950374603271
虽然,不过,0.8709442019462585
很多,许多,0.9092729687690735
很多,不少,0.8617249727249146
很多,一些,0.8336017727851868
应该,所以,0.7617349624633789
应该,其实,0.7572617530822754
应该,肯定,0.7528222799301147
那么,如果,0.8093768358230591
那么,所以,0.7668389678001404
那么,的话,0.7636328935623169
进行,通过,0.7415531277656555
进行,采取,0.7018460035324097
进行,针对,0.6725245118141174
问题,解决,0.8047727346420288
问题,难题,0.7640664577484131
问题,原因,0.6942586898803711
之后,之前,0.8087565302848816
之后,以后,0.8068498373031616
之后,过后,0.7559124231338501
看到,看见,0.8347306251525879
看到,见到,0.7665238380432129
看到,时候,0.6807579398155212
而且,并且,0.8532904386520386
而且,但是,0.8478962182998657
而且,不仅,0.8351815938949585
其实,但是,0.8342797756195068
其实,只是,0.8210428953170776
其实,所以,0.811980128288269
然后,接着,0.8302240371704102
然后,之后,0.7381696105003357
然后,最后,0.707284688949585
对于,来说,0.879103422164917
对于,因此,0.7423304915428162
对于,但是,0.7335268259048462
或者,或是,0.8568903803825378
或者,如果,0.7921987771987915
或者,可以,0.7308536767959595
这么,如此,0.7948974967002869
这么,这样,0.7769837379455566
这么,那么,0.7516292333602905
只是,而已,0.8931357860565186
只是,其实,0.8210428953170776
只是,罢了,0.7999273538589478
需要,必须,0.7656699419021606
需要,可以,0.7348896265029907
需要,才能,0.7107925415039062
出来,起来,0.6843523979187012
出来,出去,0.6796072125434875
出来,进去,0.6792412400245667
知道,明白,0.7958440184593201
知道,可是,0.7454869151115417
知道,清楚,0.7410669326782227
今天,昨天,0.8317655324935913
今天,明天,0.7805792093276978
今天,今日,0.733481228351593
的话,如果,0.877726674079895
的话,要是,0.8128538727760315
的话,假如,0.798912763595581
孩子,家长,0.8679977655410767
孩子,父母,0.8400565385818481
孩子,小孩,0.8278622031211853
同时,此外,0.8250533938407898
同时,与此同时,0.8032137155532837
同时,并且,0.7973630428314209
成为,作为,0.7520748376846313
成为,变成,0.7199071645736694
成为,沦为,0.7031233310699463
一样,那样,0.8163620829582214
一样,如同,0.7644516229629517
一样,似的,0.7382887005805969
出现,现象,0.6785436868667603
出现,存在,0.6608461141586304
出现,发生,0.6586229801177979
为了,因为,0.6781729459762573
为了,所以,0.6679413318634033
为了,为此,0.6557982563972473
一直,始终,0.8156899213790894
一直,但是,0.7238890528678894
一直,仍然,0.7146170735359192
那个,这个,0.7774598598480225
那个,可是,0.695260763168335
那个,那时,0.6695287227630615
一般,通常,0.8246133327484131
一般,大多,0.7544047236442566
一般,一般而言,0.7107120156288147
只有,才能,0.7053177356719971
只有,唯有,0.693484365940094
只有,没有,0.6797075271606445
作为,成为,0.7520748376846313
作为,之一,0.7130518555641174
作为,对于,0.7031252384185791
通过,进行,0.7415531277656555
通过,借助,0.7334076762199402
通过,方式,0.7268970012664795
感觉,觉得,0.8167666792869568
感觉,有种,0.7790266275405884
感觉,有点,0.7554265260696411
可是,但是,0.8625637888908386
可是,然而,0.8313462734222412
可是,虽然,0.7974674105644226
时间,时光,0.6319881677627563
时间,短短,0.623694658279419
时间,期间,0.6149077415466309
不能,无法,0.7556666731834412
不能,不要,0.7387546300888062
不能,没有,0.7217555046081543
能够,可以,0.8139325976371765
能够,并且,0.7035000324249268
能够,希望,0.7007620334625244
发现,看到,0.6605795621871948
发现,原来,0.6488397717475891
发现,发觉,0.6301104426383972
以及,包括,0.800014853477478
以及,此外,0.7461297512054443
以及,同时,0.7189650535583496
目前,当前,0.7108259797096252
目前,现在,0.7070786356925964
目前,已经,0.6996771693229675
当然,毕竟,0.8383375406265259
当然,肯定,0.8251529932022095
当然,不过,0.8147121667861938
起来,出来,0.6843523979187012
起来,开始,0.6322345733642578
起来,更加,0.6221369504928589
东西,所以,0.6423628926277161
东西,什么,0.6379594802856445
东西,我们,0.6302192211151123
认为,看来,0.7161852121353149
认为,可能,0.7121347784996033
认为,表示,0.7095500230789185
事情,事儿,0.7572505474090576
事情,小事,0.7040644288063049
事情,好事,0.6980432271957397
工作,岗位,0.6475430130958557
工作,辞掉,0.6377853155136108
工作,上班,0.6320781111717224
这里,这儿,0.7794171571731567
这里,地方,0.7199592590332031
这里,此处,0.6957722902297974
真的,真是,0.8088794946670532
真的,可是,0.797324001789093
真的,确实,0.7951195240020752
有些,有点,0.8207402229309082
有些,一些,0.7591795325279236
有些,有的,0.7404757738113403
公司,企业,0.7311877608299255
公司,业务,0.6807156801223755
公司,股份,0.674439013004303
不要,切记,0.8143771290779114
不要,切忌,0.8055706024169922
不要,尽量,0.7446737885475159
甚至,可能,0.7660559415817261
甚至,有的,0.7302445769309998
甚至,而且,0.7283226251602173
一下,看看,0.7341023683547974
一下,下面,0.6958985328674316
一下,好好,0.6813216209411621
里面,里边,0.8153428435325623
里面,上面,0.7419652342796326
里面,进去,0.6983532905578613
表示,对此,0.7937845587730408
表示,直言,0.7621314525604248
表示,认为,0.7095500230789185
地方,这里,0.7199592590332031
地方,哪里,0.6451467275619507
地方,所在,0.6320995092391968
喜欢,偏爱,0.7398602962493896
喜欢,喜爱,0.7189069390296936
喜欢,钟爱,0.7072155475616455
直接,然后,0.6701090931892395
直接,随后,0.6603438854217529
直接,最后,0.6469366550445557
选择,放弃,0.6789607405662537
选择,所以,0.6425769329071045
选择,合适,0.6381624341011047
以后,之后,0.8068499565124512
以后,所以,0.7433563470840454
以后,时候,0.7356969714164734
中国,国家,0.7572988271713257
中国,大国,0.7368021011352539
中国,外国,0.7215993404388428
来说,对于,0.879103422164917
来说,无疑,0.74708491563797
来说,毕竟,0.7205421328544617
希望,期望,0.7589927911758423
希望,期待,0.7416675686836243
希望,早日,0.7173115611076355
别人,他人,0.785322904586792
别人,自己,0.7470129728317261
别人,旁人,0.7365493774414062
除了,之外,0.9289109706878662
除了,以外,0.8662369847297668
除了,除此之外,0.798569917678833
最后,最终,0.7668935060501099
