我们,联盟,0.8256711959838867
我们,方面,0.8009467720985413
我们,大家,0.7949789762496948
可以,不然,0.7834734320640564
可以,我们,0.7262620329856873
可以,今天,0.7224019765853882
自己,所以,0.80715411901474
自己,才能,0.7991440892219543
自己,工作,0.7692179679870605
就是,完成,0.8194838166236877
就是,也许,0.7940784692764282
就是,而是,0.7895632982254028
这个,最近,0.7423854470252991
这个,有了,0.7410643100738525
这个,首先,0.7238206267356873
还是,到达,0.8331930637359619
还是,作为,0.7565913200378418
还是,大家,0.7278298735618591
没有,风格,0.6876395344734192
没有,说明,0.6545852422714233
没有,一起,0.6507419943809509
他们,唱歌,0.7489374279975891
他们,选择,0.6880379915237427
他们,变现,0.6788215637207031
但是,这么,0.8029739260673523
但是,真的,0.7981784343719482
但是,吵架,0.7886682748794556
已经,行为,0.8889269232749939
已经,不到,0.8647852540016174
已经,拥有,0.7272452712059021
时候,只要,0.7389081120491028
时候,毕竟,0.7293887138366699
时候,现在,0.724225640296936
因为,感觉,0.8225958943367004
因为,手头,0.8083639740943909
因为,这样,0.8059042692184448
现在,面对,0.824552059173584
现在,数据,0.8239436745643616
现在,曾经,0.7791138291358948
所以,自己,0.8071541786193848
所以,才能,0.8040200471878052
所以,马上,0.7679219245910645
不是,吃饭,0.8427242636680603
不是,不少,0.8047763109207153
不是,声音,0.7349161505699158
什么,内置,0.5905696153640747
什么,困扰,0.5894558429718018
什么,因此,0.5460554361343384
如果,事实,0.6778985261917114
如果,号称,0.6551064252853394
如果,事情,0.6545307040214539
怎么,经历,0.8228240013122559
怎么,哪里,0.8120484352111816
怎么,否则,0.741531491279602
不过,联系,0.8175885677337646
不过,时间,0.7234951257705688
不过,身材,0.7176022529602051
觉得,中学,0.701568603515625
觉得,自身,0.6602230668067932
觉得,天生,0.6393506526947021
大家,方面,0.8750829696655273
大家,总之,0.843349039554596
大家,出现,0.815473735332489
这样,因为,0.8059042096138
这样,感觉,0.777713418006897
这样,方面,0.7625112533569336
可能,西方,0.6332131624221802
可能,取胜,0.6213299036026001
可能,契约,0.6200195550918579
开始,下子,0.6961409449577332
开始,清香,0.6642010807991028
